Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-919.1005	-1061.286	142.185	0.112425	0.0109593	0.00355226	0.000436868	0.00687264	0.00446093	0.0152442	0.00863517	0.0249315	0.0279501	0.00369458	0.00739304	0.00464781	0.00280335	0.00243655	0.00238457	0.00687891	0.000458616	0.00371578	0.00167389	0.00551666	0.0133878	0.00285267	0.00357986	0.00549105	0.00753294	0.0105203	0.00141962	0.026951	0.00081385	0.00418017	0.00421254	0.00184297	0.00355572	0.00589588	0.0134882	0.00338517	0.0136403	0.014673	0.00991867	0.0124173	0.00595898	0.0202916	0.00193822	0.0901848	0.0416087	0.00492685	0.0287243	0.00129569	0.00745148	0.151046	0.103137	0.0170079	0.0174321	0.0546912	0.00677098	0.00342384	0.0305663	0.0227055	0.0045828	0.00990402	0.0109006	0.00232052	0.00737549	0.016315	0.018685	0.00464928	0.0110271	0.00434634	0.00860375	0.0358451	0.0252028	0.0068492	0.0136651	0.000481542	0.00181081	0.0088562	0.00176947	0.00720963	0.0580972	0.0723473	0.0533126	0.00340568	0.0102506	0.00143711	0.7824542	1.217546	0.123805	0.361016	0.727707	1.37418	2.76996	8.0772	1.510523	1.55606	0.0788813	0.00768943	0.00249239	0.000306522	0.00482209	0.00312995	0.0106959	0.00605874	0.0174928	0.0196107	0.00259225	0.00518722	0.00326106	0.00196693	0.00170957	0.0016731	0.00482649	0.000321781	0.00260712	0.00117446	0.00387068	0.00939339	0.00200154	0.00251175	0.00385271	0.00528537	0.00738141	0.000996055	0.0189098	0.000571025	0.00293296	0.00295567	0.00129309	0.00249482	0.00413676	0.00946382	0.00237516	0.00957054	0.0102951	0.00695929	0.00871241	0.00418103	0.0142373	0.00135992	0.0632769	0.0291942	0.00345685	0.020154	0.000909104	0.00522822	0.105979	0.0723643	0.0119334	0.012231	0.0383733	0.00475076	0.00240229	0.0214464	0.015931	0.00321545	0.00694901	0.00764825	0.00162816	0.0051749	0.0114472	0.01311	0.0032621	0.007737	0.00304954	0.0060367	0.0251502	0.0176831	0.00480564	0.00958794	0.000337867	0.00127053	0.00621382	0.00124152	0.00505853	0.040763	0.0507614	0.037406	0.00238954	0.00719216	0.00100832	0.608773	0.391227	1.425242
36	-906.2012	-1048.168	141.9672	0.041243	0.0101703	0.0075731	0.00316909	0.00528584	0.00450582	0.00484178	0.00179288	0.0262215	0.00693791	0.00146619	0.00315669	0.0003372	0.0075695	0.000718248	0.00364684	0.0116295	0.000784943	0.00687753	0.000760691	0.0036164	0.00183444	0.0135737	0.00301522	0.000410326	0.00292268	0.00422633	0.00403664	0.0773048	0.010435	0.00402714	0.00536479	0.000759786	0.0109117	0.00088023	0.00499367	0.00188587	0.0326293	0.00761708	0.00220837	0.00453101	0.013759	0.010149	0.00981872	0.038493	0.0808334	0.038072	0.00285998	0.00620203	0.00935776	0.0248995	0.00424049	0.00831492	0.034026	0.0520703	0.0144056	0.00446964	0.00337183	0.00202272	0.0122247	0.00404468	0.0108293	0.00323949	0.0340822	0.0122979	0.0103165	0.0141438	0.00145418	0.00390887	0.0110471	0.0162211	0.0190905	0.000928393	0.0116902	0.00205418	0.00113711	0.00651755	0.0145336	0.00701728	0.0490011	0.00183396	0.0342396	0.00166477	0.0027002	0.0409613	0.5789468	1.421053	0.100483	0.326075	0.704959	1.41852	3.06678	9.95197	1.661446	2.454549	0.0400255	0.00987009	0.00734954	0.00307553	0.0051298	0.00437281	0.00469884	0.00173995	0.0254475	0.0067331	0.00142291	0.0030635	0.000327246	0.00734604	0.000697045	0.00353918	0.0112862	0.000761771	0.0066745	0.000738235	0.00350964	0.00178028	0.013173	0.00292621	0.000398213	0.0028364	0.00410156	0.00391748	0.0750227	0.010127	0.00390826	0.00520642	0.000737357	0.0105896	0.000854245	0.00484625	0.0018302	0.0316661	0.00739222	0.00214318	0.00439725	0.0133528	0.0098494	0.00952887	0.0373567	0.0784471	0.0369481	0.00277555	0.00601894	0.00908151	0.0241645	0.00411531	0.00806946	0.0330216	0.0505331	0.0139803	0.00433769	0.00327229	0.00196301	0.0118638	0.00392528	0.0105096	0.00314386	0.0330761	0.0119349	0.0100119	0.0137263	0.00141126	0.00379347	0.010721	0.0157423	0.018527	0.000900986	0.0113451	0.00199354	0.00110354	0.00632515	0.0141045	0.00681012	0.0475545	0.00177982	0.0332288	0.00161562	0.00262049	0.0397521	0.710527	0.289473	1.030419
72	-925.2358	-1067.35	142.1146	0.0251749	0.00779926	0.0178212	0.00344286	0.00425382	0.00137774	0.0070926	0.00346676	0.0192381	0.00562262	0.00490934	0.00568376	0.000751482	0.0108013	0.00103182	0.00529992	0.00891825	0.00172564	0.00101891	0.00310362	0.00175819	0.000120499	0.00748844	0.00343953	0.00254812	0.00081562	0.00405503	0.00564545	0.0254736	0.000956355	0.00177546	0.00501704	0.000602277	0.00368688	0.00133961	0.00868204	0.00478199	0.0134395	0.0106932	0.00302071	0.000901499	0.00582077	0.00197365	0.00689204	0.00627657	0.0317998	0.0421243	0.00287141	0.0090083	0.00939165	0.0189259	0.00274205	0.00244127	0.00754433	0.0155495	0.0068533	0.000762986	0.00123209	0.00487666	0.00272797	0.0013642	0.00514417	0.00536512	0.02263	0.0131573	0.00791133	0.0065245	0.00205874	0.00930873	0.00293601	0.0251813	0.0136334	0.00208344	0.00300498	0.00511475	0.00220828	0.0033994	0.0220125	0.000891631	0.0222833	0.00304804	0.0216177	0.00538766	0.00318459	0.0314117	0.6077405	1.392259	0.0731803	0.279359	0.671758	1.48863	3.57963	13.6649	1.890701	2.290878	0.0378312	0.0117202	0.0267806	0.00517371	0.00639237	0.00207038	0.0106583	0.00520963	0.0289098	0.00844933	0.00737745	0.00854119	0.00112928	0.0162316	0.00155056	0.00796439	0.0134018	0.00259318	0.00153115	0.00466392	0.00264209	0.000181079	0.0112532	0.0051687	0.00382916	0.00122566	0.00609364	0.00848364	0.0382801	0.00143715	0.00266806	0.00753929	0.000905065	0.00554041	0.00201309	0.0130468	0.00718608	0.020196	0.0160691	0.00453933	0.00135472	0.00874709	0.00296587	0.0103569	0.00943203	0.0477867	0.0633018	0.00431498	0.0135371	0.0141132	0.0284407	0.00412058	0.00366858	0.0113371	0.0233668	0.0102987	0.00114657	0.0018515	0.00732834	0.00409942	0.00205004	0.00773033	0.00806236	0.0340069	0.0197719	0.0118886	0.00980461	0.00309375	0.0139886	0.00441205	0.0378409	0.0204874	0.00313086	0.0045157	0.00768612	0.00331846	0.00510841	0.033079	0.00133989	0.033486	0.0045804	0.0324858	0.00809624	0.00478561	0.0472036	0.69613	0.30387	0.6654522
108	-914.2527	-1056.592	142.3388	0.0302696	0.00871446	0.0110905	0.000354089	0.000913135	0.000917175	0.00378159	0.015087	0.007899	0.0079682	0.00137973	0.0046016	0.00390114	0.0017857	0.00265225	0.00896153	0.00174574	0.00309103	0.00146996	0.00134571	0.0125905	0.00438977	0.011814	0.00159913	0.00383891	0.00527081	0.00609164	0.00330742	0.0175674	0.0015414	0.000297243	0.00240828	0.00119708	0.000692101	0.00786699	0.00915565	0.00341593	0.0149768	0.010905	0.00597005	0.00908238	0.0119205	0.00503774	0.000792781	0.0531492	0.0483192	0.00112843	0.0126687	0.00588241	0.000313071	0.0430633	0.060396	0.00504768	0.023678	0.0228456	0.00298189	0.000143206	0.0091278	0.00491252	0.000832553	0.00586757	0.000651701	0.00785011	0.00314218	0.00385939	0.00298394	0.00335901	0.0260598	0.00320321	0.012113	0.0113919	0.0031215	0.00694932	0.00715475	0.00101718	0.0113576	0.00645579	0.000958728	0.00899228	0.0339792	0.0217633	0.0194056	0.00249977	0.00262632	0.0262331	0.6327735	1.367227	0.101544	0.32775	0.706087	1.41626	3.05111	9.84796	1.653849	2.160689	0.0379725	0.0109321	0.0139128	0.000444197	0.00114551	0.00115058	0.00474393	0.0189263	0.00990912	0.00999594	0.00173084	0.00577261	0.00489389	0.00224012	0.00332719	0.011242	0.00218999	0.00387762	0.00184403	0.00168817	0.0157945	0.00550687	0.0148204	0.00200607	0.00481582	0.00661211	0.00764183	0.00414908	0.0220379	0.00193365	0.000372885	0.00302114	0.00150171	0.000868226	0.00986897	0.0114856	0.00428521	0.0187881	0.0136801	0.0074893	0.0113936	0.014954	0.00631974	0.000994526	0.0666745	0.0606154	0.00141559	0.0158926	0.00737935	0.000392741	0.0540219	0.0757654	0.0063322	0.0297035	0.0286592	0.00374071	0.000179649	0.0114506	0.00616265	0.00104442	0.00736074	0.000817544	0.00984778	0.00394179	0.00484152	0.00374329	0.00421381	0.0326914	0.00401836	0.0151955	0.0142908	0.00391585	0.00871776	0.00897548	0.00127603	0.0142479	0.00809865	0.0012027	0.0112806	0.0426261	0.0273016	0.0243439	0.00313591	0.00329466	0.0329089	0.683613	0.316387	0.7971443
144	-912.9447	-1055.018	142.0734	0.0462376	0.0133262	0.0115455	0.000347993	0.00475757	0.00119809	0.00395065	0.0146148	0.0112838	0.000866804	0.000360671	0.00652999	0.00348636	0.00317498	0.00207815	0.00811686	0.00109733	0.00213728	0.00424318	0.00126901	0.00347455	0.0039272	0.00402001	0.00287473	0.00300727	0.00541775	0.00695375	0.00439288	0.0275878	0.00178562	0.00065523	0.000873867	0.000976654	0.00305914	0.00877455	0.00250619	0.0119077	0.0116517	0.00565357	0.00236158	0.0113059	0.0132104	0.00528449	0.00770207	0.0230787	0.0680498	0.00815954	0.0472537	0.00532552	0.00427869	0.0458775	0.103899	0.00140034	0.0103641	0.0204453	0.00333462	0.000535463	0.00788937	0.00141858	0.00279927	0.00749358	0.000643546	0.012583	0.00348535	0.00192482	0.00820822	0.0044487	0.0155468	0.00355306	0.00900294	0.0157808	0.00430789	0.0144231	0.00542292	0.000954335	0.0125981	0.00461359	0.00157264	0.0147654	0.0235404	0.0262992	0.0166517	0.00461446	0.000927161	0.0151918	0.6147701	1.38523	0.0819982	0.295297	0.683488	1.46308	3.38642	12.1954	1.808437	2.253249	0.0529853	0.015271	0.0132303	0.000398777	0.00545187	0.00137293	0.00452719	0.0167477	0.0129304	0.000993301	0.000413305	0.00748294	0.00399513	0.00363832	0.00238142	0.00930139	0.00125746	0.00244918	0.00486241	0.0014542	0.0039816	0.00450032	0.00460666	0.00329425	0.00344613	0.00620838	0.00796854	0.00503395	0.0316138	0.0020462	0.000750851	0.00100139	0.00111918	0.00350558	0.0100551	0.00287193	0.0136454	0.0133521	0.00647862	0.00270621	0.0129559	0.0151383	0.00605568	0.00882606	0.0264467	0.0779806	0.00935029	0.0541496	0.0061027	0.0049031	0.0525726	0.119061	0.00160469	0.0118766	0.0234289	0.00382126	0.000613606	0.00904069	0.0016256	0.00320778	0.00858715	0.000737461	0.0144193	0.00399398	0.00220572	0.00940608	0.00509792	0.0178157	0.00407157	0.0103168	0.0180838	0.00493656	0.0165279	0.00621431	0.00109361	0.0144366	0.00528686	0.00180214	0.0169202	0.0269758	0.0301372	0.0190818	0.00528787	0.00106247	0.0174088	0.692615	0.307385	0.8726506
180	-918.5011	-1060.821	142.3203	0.0362845	0.0204649	0.0227495	0.00131623	0.00705663	0.00168575	0.00646982	0.016366	0.00865878	0.00931298	0.00312477	0.00418594	0.00953978	0.00169728	0.00450933	0.00390216	0.0036354	0.000873045	0.00190272	0.00203564	0.00499335	0.00379188	0.00596264	0.000692996	0.00177761	0.00113693	0.0081811	0.00434276	0.0293303	0.0013844	0.00110539	0.00153538	0.00153982	0.00453745	0.00205877	0.00933519	0.0109409	0.00960293	0.00716401	0.0119181	0.0172766	0.0128088	0.00411118	0.0191806	0.0503161	0.0408213	0.00960267	0.0138218	0.00427875	0.0060888	0.0490835	0.0632051	0.00825301	0.0400972	0.0303253	0.0134869	0.000414178	0.0097327	0.0038685	0.00456732	0.0201624	0.00556786	0.0131261	0.0177413	0.00196555	0.00757045	0.00228685	0.0199215	0.00167718	0.00627615	0.0386089	0.0158597	0.0203393	0.00822451	0.00332449	0.00175253	0.00349746	0.00128911	0.00690822	0.0210406	0.0405783	0.0183186	0.00653027	0.000709171	0.0343038	0.6494779	1.350522	0.120046	0.355628	0.724301	1.38064	2.81193	8.33012	1.532818	2.079396	0.0360673	0.0203424	0.0226133	0.00130835	0.00701438	0.00167565	0.00643108	0.016268	0.00860693	0.00925722	0.00310606	0.00416088	0.00948266	0.00168712	0.00448233	0.00387879	0.00361363	0.000867818	0.00189133	0.00202346	0.00496346	0.00376917	0.00592694	0.000688847	0.00176696	0.00113012	0.00813212	0.00431676	0.0291547	0.00137611	0.00109878	0.00152619	0.0015306	0.00451028	0.00204644	0.00927929	0.0108754	0.00954543	0.00712111	0.0118468	0.0171731	0.0127321	0.00408657	0.0190658	0.0500148	0.0405769	0.00954518	0.013739	0.00425313	0.00605234	0.0487896	0.0628266	0.0082036	0.0398571	0.0301437	0.0134062	0.000411698	0.00967443	0.00384534	0.00453997	0.0200417	0.00553453	0.0130475	0.0176351	0.00195378	0.00752512	0.00227315	0.0198022	0.00166714	0.00623857	0.0383778	0.0157647	0.0202176	0.00817526	0.00330459	0.00174204	0.00347652	0.00128139	0.00686686	0.0209146	0.0403354	0.0182089	0.00649117	0.000704924	0.0340984	0.675261	0.324739	1.006024
216	-926.4245	-1068.535	142.1104	0.0475732	0.0291659	0.0163375	0.000271567	0.000523382	0.0031041	0.00640751	0.00998374	0.00927051	0.00740553	0.00570562	0.00378717	0.0171578	0.0037837	0.00201282	0.00543251	0.0124713	0.000665012	0.00688103	0.00230596	0.00360258	0.0143905	0.00608164	0.000109738	0.00193758	0.000564596	0.00778867	0.0122416	0.0269623	0.0107201	0.000871742	0.00374744	0.000268826	0.0091232	0.000857141	0.00486378	0.00630801	0.0100221	0.0143003	0.0127289	0.0130529	0.000913904	0.00286462	0.00598633	0.0496331	0.0590249	0.0106661	0.0120345	0.00845948	0.00480178	0.0700792	0.0487394	0.00802626	0.0476842	0.0096811	0.00331943	0.000506153	0.0110592	0.00288307	0.00138393	0.0139067	0.0172864	0.0103515	0.0169584	0.00287524	0.00849484	0.00228627	0.0179636	0.00134717	0.00680245	0.0150019	0.00462208	0.0105965	0.0101094	0.00518777	0.00991761	0.00194966	0.0021056	0.00447504	0.0168492	0.0262822	0.0169823	0.00331913	0.00173537	0.0270528	0.5975813	1.402419	0.10348	0.330782	0.708119	1.41219	3.02314	9.66374	1.640195	2.346825	0.0494013	0.0302867	0.0169653	0.000282002	0.000543494	0.00322338	0.00665372	0.0103674	0.00962675	0.0076901	0.00592487	0.0039327	0.0178171	0.00392909	0.00209017	0.00564126	0.0129506	0.000690566	0.00714544	0.00239457	0.00374102	0.0149435	0.00631534	0.000113954	0.00201204	0.000586292	0.00808797	0.012712	0.0279983	0.0111321	0.00090524	0.00389145	0.000279156	0.00947377	0.000890078	0.00505068	0.00655041	0.0104073	0.0148498	0.013218	0.0135545	0.000949022	0.0029747	0.00621636	0.0515403	0.061293	0.0110759	0.0124969	0.00878455	0.00498629	0.0727721	0.0506123	0.00833469	0.0495166	0.0100531	0.00344698	0.000525602	0.0114842	0.00299385	0.00143711	0.0144411	0.0179507	0.0107493	0.0176101	0.00298573	0.00882127	0.00237412	0.0186539	0.00139893	0.00706384	0.0155784	0.00479969	0.0110037	0.0104978	0.00538712	0.0102987	0.00202458	0.00218651	0.004647	0.0174967	0.0272922	0.0176348	0.00344667	0.00180205	0.0280924	0.701209	0.298791	0.9629954
252	-914.9381	-1057.077	142.1385	0.0362663	0.0120323	0.00703018	0.0023285	0.00418418	0.0039401	0.00200438	0.00496539	0.0122982	0.00658349	0.0097818	0.00306946	0.0042235	0.00134181	0.00295346	0.00449052	0.00477209	0.00654588	0.00539387	0.00220778	0.00740984	0.00673381	0.00965071	0.000136632	0.00161926	0.00158852	0.00651225	0.00709675	0.0212135	0.0043661	0.00128809	0.000736582	0.00213296	0.00720886	6.95138e-05	0.00822912	0.00391562	0.00714436	0.00911652	0.00290128	0.00132692	0.00227593	0.00440685	0.00735747	0.0519062	0.0276403	0.00879975	0.0176098	0.0088559	0.00167269	0.0677164	0.0609005	0.00750719	0.01516	0.00333061	0.00385828	0.00339005	0.0112009	0.001587	0.000405476	0.006168	0.00137894	0.0114374	0.014654	0.00466558	0.0139914	0.00230672	0.0121761	0.00335888	0.00648363	0.00480715	0.00364517	0.00235918	0.0106884	0.00365312	0.00314348	0.00185221	0.0023293	0.00651512	0.0294215	0.0286664	0.00441076	0.00172555	0.00262044	0.0286905	0.6183187	1.381681	0.0787107	0.289463	0.679246	1.47222	3.45468	12.7048	1.838024	2.234578	0.0474976	0.0157586	0.00920735	0.00304961	0.00547997	0.0051603	0.00262511	0.00650311	0.0161069	0.00862232	0.0128111	0.00402004	0.00553147	0.00175736	0.00386811	0.00588119	0.00624995	0.00857306	0.00706429	0.0028915	0.00970458	0.00881919	0.0126394	0.000178945	0.00212073	0.00208046	0.00852902	0.00929453	0.027783	0.00571823	0.001687	0.000964693	0.00279352	0.00944135	9.10415e-05	0.0107776	0.00512824	0.00935689	0.0119398	0.00379978	0.00173786	0.00298076	0.0057716	0.00963599	0.0679809	0.0362001	0.0115249	0.0230634	0.0115985	0.0021907	0.0886873	0.0797607	0.00983208	0.0198548	0.00436206	0.00505315	0.00443991	0.0146697	0.00207847	0.000531047	0.00807816	0.00180598	0.0149794	0.0191921	0.00611046	0.0183244	0.00302108	0.0159468	0.00439909	0.00849154	0.00629587	0.00477404	0.00308979	0.0139985	0.00478445	0.00411698	0.00242582	0.00305066	0.00853277	0.0385329	0.0375441	0.00577672	0.00225993	0.00343195	0.0375756	0.690841	0.309159	0.7635404
288	-920.0576	-1062.025	141.9673	0.0417978	0.0141397	0.00597854	0.00273632	0.00404733	0.00179889	0.00483775	0.00814028	0.0134934	0.00746823	0.00662209	0.000566703	0.00240614	0.00904777	0.00146874	0.00177567	0.00560788	0.00769233	0.00429188	0.002794	0.00292042	0.00882879	0.00959637	0.00190613	0.0101424	0.00204215	0.00184236	0.00727587	0.0106751	0.00754831	0.00107087	0.000302149	0.000541861	0.00252069	0.000636257	0.00328055	0.00316647	0.00911784	0.00213955	0.0161373	0.00726299	0.00756294	0.00848894	0.00528865	0.0332902	0.0679959	0.00525582	0.0503546	0.00597957	0.000842868	0.0581134	0.0806154	0.00599778	0.0226857	0.0102561	0.00350493	0.0133573	0.0179124	0.00457152	0.000722744	0.00449144	0.0086653	0.0102253	0.00101777	0.00371354	0.0103772	4.2727e-05	0.00528582	0.00222418	0.018364	0.0191156	0.0126137	0.0156357	0.0114313	0.00101385	0.00198845	0.00213465	0.00444163	0.00798413	0.0717526	0.0291427	0.0184128	0.00189129	0.00416003	0.0209816	0.5653751	1.434625	0.094699	0.316782	0.698629	1.43137	3.15674	10.5598	1.704311	2.537475	0.0442038	0.0149536	0.00632269	0.00289383	0.00428031	0.00190244	0.00511622	0.00860886	0.0142701	0.00789813	0.00700328	0.000599324	0.00254464	0.00956859	0.00155328	0.00187788	0.00593069	0.00813512	0.00453894	0.00295483	0.00308853	0.009337	0.0101488	0.00201585	0.0107262	0.0021597	0.00194841	0.00769469	0.0112896	0.00798282	0.00113251	0.000319542	0.000573052	0.00266579	0.000672882	0.00346939	0.00334875	0.00964269	0.00226271	0.0170662	0.00768107	0.00799829	0.00897759	0.00559308	0.0352065	0.0719099	0.00555836	0.0532532	0.00632377	0.000891386	0.0614586	0.085256	0.00634304	0.0239916	0.0108465	0.00370669	0.0141262	0.0189435	0.00483468	0.000764347	0.00474998	0.00916411	0.0108139	0.00107636	0.00392731	0.0109745	4.51865e-05	0.00559009	0.00235221	0.0194211	0.020216	0.0133398	0.0165358	0.0120893	0.00107221	0.00210291	0.00225753	0.0046973	0.00844372	0.0758829	0.0308202	0.0194727	0.00200016	0.00439949	0.0221894	0.717312	0.282688	0.9455697
324	-913.1404	-1055.067	141.927	0.0469382	0.0114076	0.00556147	0.00381022	0.0252658	0.00111216	0.015224	0.0110105	0.00647271	0.00426126	0.00484455	0.00458636	0.00174804	0.00369427	0.00666898	0.000253311	0.0124522	0.00107694	0.00392313	0.000271079	0.00438738	0.0120558	0.0128192	0.00181499	0.00444721	0.00261831	0.00108873	0.0121179	0.010048	0.00411148	0.00417347	0.000552279	0.000158539	0.00440265	0.00883055	0.0150684	0.00123933	0.00719539	0.00581489	0.0158584	0.00560975	0.00876577	0.00397417	0.00769213	0.0927649	0.0703834	0.00453917	0.062266	0.0135497	0.00637471	0.0793542	0.0833644	0.0109557	0.043536	0.0352665	0.0118017	0.00632842	0.030107	0.00451144	0.0184159	0.00331342	0.0231555	0.00938769	0.00705204	0.00405899	0.00954848	8.95548e-05	0.0187398	0.00976653	0.0273195	0.031088	0.00266244	0.0148813	0.0222577	0.00475408	0.000462688	0.009702	0.0065231	0.0176621	0.0547157	0.0397945	0.00858964	0.00069747	0.00971906	0.0305144	0.5968877	1.403112	0.127406	0.366099	0.730888	1.3682	2.7315	7.84892	1.489794	2.350714	0.0370935	0.00901498	0.00439502	0.00301107	0.0199666	0.000878896	0.012031	0.00870115	0.00511514	0.00336752	0.00382847	0.00362443	0.00138141	0.00291944	0.00527025	0.000200182	0.00984051	0.000851065	0.0031003	0.000214224	0.00346718	0.00952722	0.0101305	0.00143432	0.00351446	0.00206915	0.000860379	0.00957633	0.00794053	0.00324915	0.00329814	0.000436445	0.000125288	0.00347925	0.00697845	0.011908	0.000979396	0.00568625	0.00459529	0.0125323	0.00443318	0.00692726	0.00314064	0.0060788	0.0733086	0.0556214	0.00358714	0.0492065	0.0107078	0.0050377	0.0627106	0.0658798	0.00865786	0.0344049	0.0278698	0.00932646	0.00500111	0.0237925	0.00356522	0.0145534	0.00261847	0.0182989	0.00741874	0.00557296	0.00320767	0.0075458	7.07718e-05	0.0148093	0.00771812	0.0215895	0.0245676	0.00210402	0.0117601	0.0175894	0.00375697	0.000365645	0.00766712	0.00515496	0.0139577	0.0432398	0.0314481	0.00678807	0.000551184	0.00768061	0.0241144	0.701556	0.298444	1.265402
